"text_id","question_title","question","text","ratingA1","ratingA2","ratingA3","labelA","ratingM1","ratingM2","ratingM3","ratingM4","ratingM5","labelM"
"text647NE","Why are young people so ""bad""?","Just over 2 hours ago, something happened down the street of my house, a 17-18 year old boy was either stabbed, shot, or ran over and his body was thrown in a trunk.  I didn't see this happen, but I think he got stabbed because there was a puddle of blood and a bloody knife, I think.  Anyways nobody knew what happened, even though this happened in BROAD daylight!  But that boy might be dead right now, but he might have angered the people who did this to him, so I don't really care (not in a bad way).  What do you think of young people being ""bad"" and than having permanent consequenses, like death?","this country has set so many laws to protect the children that now they have no way to protect us from the children, who have taken advantage of the laws (as children do), for their own purposes.  the police can do nothing till after a crime is commited, the courts cut them loose for small offences instead of ""teaching them a lesson"".  the parents cant whip them anymore or they go to jail.  (ever try to make a 16 year old stand in the corner?)  no corpral punishment in schools, no prayer in schools.   they're simply untouchable.  my philosophy,  first offense; warning, second offense; woodshed!","1","2","1","1","2","1","1","3","2","1"
"text1936T","Starting in 2007, will US citizens need government permission to travel overseas?","PERMISSION TO LEAVE THE US?             11/02/06 

http://hasbrouck.org/IDP/IDP-APIS-comments.pdf

""Forget no-fly lists. if the Bush Administration gets its way, beginning on Jan. 14, 2007, everyone will be on no-fly lists, unless the government gives permission to leave-or re-enter-the United States. 

The U.S. Department of Homeland Security (HSA) has proposed that all airlines, cruise lines-even fishing boats-be required to obtain clearance for each passenger they propose taking into or out of the United States. 

Whether passport or not, absent a court order to the contrary, no one will have the right to enter or leave the United States, any time you want without clearance request.""

Is the US turning into Cuba?","No!! We dont need anyone's permission to leave the country (as long as we havent done anything wrong to leave the country for) but I would really start to wonder about this country of ours if I had to start asking permission to leave the country to go to England or Ireland to see some of my friends who are over there!

As for anyone coming in the US... I know we wanted (USA) wanted a list of all passengers names and info that would be entering the US but the EU union had a problem with that because they thought it infringed on there citizens rights!! It was a violation of privacy so to speak (from their argument) I would worry more about our borders than people flying in from other countries. Its the people you dont see you should worry about!!","1","1","1","1","2","3","2","2","1","2"
"text1877NE","president bans abortions (for those of us who care about other countries besides the U.S.)?","http://news.yahoo.com/s/ap/20061118/ap_on_re_la_am_ca/nicaragua_abortions

""President Enrique Bolanos signed a bill Friday banning abortion in all cases — including when a woman's life is endangered""<br/>                             <br/>any opinions?","Hmmm..This is a touchy subject for alot of people and i am a little bit 2 sided on it. I am pro life, i belive adoption is a far better way of dealing with an unwanted child but at the same time, i do see where an abortion could be for the better, in that case i think if the woman's life is in danger, it should be allowed, if thats what she chooses to do. I also belive that if the child has absoultey no chance of survial outside of the womb, then abortion may be better than allowing the child to suffer for its few hours or few minutes of life it has. As for the president, he should of had the help of a woman deciding on this bill, he cant possibly know when an abortion is or isnt alright because he will never carry one himself.","2","2","2","2","2","3","1","2","3","2"
"text535SC","why do people belive in jesus and not the easter bunny?","if your stupid enough to belive in the fairy tale of the bible why not other imaginary creatures?","Furry Little Mav, I can't give ratings yet, but I love your answer.  It is so true.  Its easy to dismiss Jesus as a fairy tale without doing your homework.  If you do, I think you'll be disturbed with what you find.  There is very much evidence for the true seeker.  Really, could a worldwide religion exploded the way it did on the testimony of twelve men if Jesus was still dead and their stories of His resurrection was really a lie?  These are facts of history.  These men died for saying they (along with hundreds of others) saw Jesus alive from the dead.  Men will not die for what they know is a lie. And even if one did, would all twelve had done so with no recantations?  The answer is no.  There is much more evidence, but the greatest of all is that the living Jesus comes into people's hearts today and makes them a new person and gives them new life.","2","2","2","2","2","3","1","1","2","1"
"text758PG","Anyone knowledgable on separation of church and state?","I go to a publically funded charter high school. There is a principal but also a school board and they make most of the decisions The board is made of about 6 parents. You must be elected to the board. In the 15 year history of the school, no board member has ever been a non christian. most of the school's families are very religious and its virtually impossible to be elected if you dont go to church or are a ""different"" religion.  the board meets at the school during the evening, 2 times a month. Everyone is welcome at these meetings  but only the board can vote on school issues (and they usually discuss and vote in private). So my question is...Is it legal for the board to say a prayer aloud at the beginning of the meeting? they say ""anyone not comfortable with praying can leave and come back in later"" but this doesnt seem like a reasonable option bc everyone will see you leaving and most likely will judge for your religious beliefs (these are not the nicest people)  Any thoughts?","The question is whether it violates the Constitution and this question is still being debated. The United States Congress starts with a prayer, state legislatures start with prayers, and City Councils start with prayer so it is not shocking that these Board meetings start with prayers. As for separation of Church and State. That phrase has no legal or constitutional standing. The First Amendment makes no mention of such a seperation but clearly states that ""Congress shall pass no law respecting an establishment of religion or prohibiting the free exercise thereof..."" It can be argued that saying such prayers is respecting an establishment of religion but it can also be argued and has been argued that stopping such prayers would be prohibiting the free exercise of religion.","3","3","2","3","2","2","3","3","3","3"
"text1846PG","Are illegal immigrants trying to brankrupt USA?","This is what I see with my own eyes. There is a town called Apopka in central florida, Its packed with Mexicans certainly mostly illegals, I saw a 3 beedroom home with 15 people living in it, there was another house that had at least 10 by this they dont pay rent wich in turn leaves more vacancies, they work under the table for less money, wich in turn helps employers drop the salaries to us Americans. They buy their clothes in the salvation army and ride 8 or more in a big SUV (maybe it makes up for the small wee wee), They dont pay taxes and send their money to Mexico. They dont invest their earnings here in USA People say they take jobs that no one want that's BS. example: We was renting a room to a Colombian man that had gone to cooking school here in the US and went thru the process and got his Visa, 3 months ago his employeer hired a Mexican couple, they watched what he did and how he cooked. Guess what? he got fired and the couple stayed doing his job for less money.","people can only do things to u if u allow them to. in this case, the US as a whole has failed to see this coming 10-15 yrs ago, now everyone is throwing their hands up & crying over the whole situation. this didn't happen overnight!!! unfortunately Hate & Racism does & has happened and gotten the worst of people overnight. no illegal acts r not justified, but if we would've punished illegals yrs ago then maybe millions wouldn't have made it over. Bankruptcy? Iraq & Katrina wouldn't be costing the gvmt anything right? wrong!! open ur eyes & ears..","1","1","1","1","3","3","1","1","2","2"
"text488T","any recommendations for something important to do?","i have experienced the military, the religions, business,red cross, now i'm thinking about volunteering for environmental protection, the ultimate challenge. know any active environmental group in manila?","Instead of volunteering you could help so many more people by boosting your country's economy by getting an education (if you haven't already), working hard at something you love and making money, with which you will continue your work, building more and more business, employing dozens or hundreds of people, paying them well, and hiring the best workers, and investing back into your company to grow as large as possible. If everyone did that with honesty and practiced fair trade in all their dealings, then the world would be a wonderful place for all. All your employees would have homes, food, clothing, electricity, air con, automobiles, money for vacations, luxuries, health care, etc. Nothing you could do would be greater than this: Build a business and stand up for what's right while doing it, demanding the best form yourself and your employees.","3","2","3","3","3","2","1","2","2","2"
"text567PG","the cost of the war doesnt affect racists but the ""costs"" of illegal immigrants do?","Illegal immigrants can't apply for welfare and they get the minimiun wage for hard work.<br/>Is the ""they don't pay taxes"" theory the first method to hate illegal immigrants?<br/>Right now I want you to go to this website.

costofwar.com","The Hell they can't and do and are doing. That is only part of the problem though. We in this country are all immigrants

but it is the illegal insurgents waving their country's flag while burning ours that we have to deal with. Not out of racist hate, the hate they showed us in their LA riots over the week end on national TV., but out of support for the deserving LEGAL immigrants striving for citizenship in the greatest country on the planet, while dealing with the gangs, druggies, coyotes, terrorists, and other illegal insurgents violating our laws and our country's sovereignty.","1","1","1","1","1","3","2","2","1","1"
"text973NE","are homeless really homeless or some just like to live that life ?","if some of them would shave their beards and clean up , they would look nice enough to look for work . some look young too . what do you think ?","I don't think its a personal choice. I believe they were at one time happy, but drugs, booze, money problems, divorce, or death of families caused many of them to lose faith in life itself. I suppose many of them don't try because they feel its too late, the pieces of thier lives are missing and they can't find them. I also believe that most of the homeless and less fortunate desperately need a friend. Someone to be there for them and to convince them that just because they lost it all doesn't mean they can't be happy again. I hope that one day, everyone will stop seeing the homeless as creeps and losers.","2","2","3","3","3","2","1","2","2","2"
"text1264T","Should i send my girlfriend in Philippines money?","It was my girlfriend in Philippines birthday today and as i have only known her a little while and found this around a week it was her birthday could not send her a birthday present in time.I thought to myself today should i send her a little money for it but if i do would she expect it alll the time.She is not working just finished a nursing course plus her family are poor thats why i ask.I told her i would send her an extra present for Christmas though.She never asks me for money by the way.I am trying to save up to meet her in CDO in April.I am from England.","Giving money would let her buy whatever she wants for her birthday. It would really help her. However, for some occasions, you can just give her a card. Just keep in touch!  Not all people will be after your money. Filipinos would love more the sincerity in you!

Being a graduate here in the Philippines is also a hard transition. When you apply for work, they will consider you as volunteer even those who had passed the board exams. Sometimes it takes almost a year before you get a job, a low paying one. Though it is still in demand in some areas as London, USA, Singapore & other countries. It takes time! You have to pass the Philippine Licensure Examination, CGFNS, NCLEX, English exams! if you have passed, it will take you up to 3 years to be able to go abroad.","1","2","3","2","2","2","2","2","3","2"
"text949AH","Discuss the following St. Bartholomew’s Day Massacre?","IN YOUR OWN WORDS....  

St. Bartholomew’s Day Massacre","During the Reformation France was ripped apart by religious fanatics. France had 8 civil wars (8!) in a single century. Catherine de Medici, regent of France at the time of the massacre you ask about, was inclined to tolerate the Heugenots, but her court circle was not. Whether she knew of the plot beforehand is still not certain. Hundreds of Protestants were ambushed during church services all across France on the same Sunday. If I remember rightly, no one was punished. Neither side was strong enough to completely suppress the other (which is why the struggle was so long) until Henri IV became Catholic. He issued an edict of toleration which settled things for a while.","2","1","2","1","2","2","3","3","2","3"
"text1987PG","Why do people continue to support bush with all the crimes hes commited? I listed some?","1) Illegal Wire Tapping of Americans ( This made Nixon resign )<br/>2) Allowing Torture <br/>3) Kidnapping of foreign citizens and rendition to a country that will kill or torture this person <br/>4) Lying to the united nations about WMD in Iraq<br/>5) Failing to take the memo seriously that indicated that Bin laden determined to attack american landmark like the twin towers with aircraft<br/>6) Trying to change Americas constitution that our forefathers died for so that we can have<br/>7)Endangering America by telling Insurgents ""Bring em on""<br/>8) Failing to account and deliver<br/>9) Turning a surplus into a deficit<br/>10) Crimes against humanity<br/>11) Failing to conform to geneva convention by imprisoning foreigners without giving the a chance to a fair trial<br/>12) Illegally arresting AMERICAN CITIZENS  without giving them access to an attorney or fair trial<br/>13) You should know the rest. Too much to mention here

These are just a few of his","Propaganda can be used in many ways.  The key is to get as many people to believe something they really do not know anything about.  Our media is famous for only telling partial truths to lead others down the bunny trial.  Simply put we really do not know the complete truth only what the media wants you to hear.   Thus I warn you to think for yourself and listen closely to how the media portrays different issues.  It has recently been reported that a gas attract was planed for the new York subways but it was called off.  The mechanism to be used has been descried as a break through in chemical weapons delivery.  Upon hearing this Bush asked If they called this off what else could they be doing? This had the potential to kill thousands of people instantly. He really has a moral sense to protect the people of this country.     May not like him but don't be so quick to judge based Solly on what our media says.","1","1","1","1","3","2","2","3","1","2"
"text44SC","Isn't this cartoon  tract the best thing you ever seen to witness to Muslims?","http://www.chick.com/reading/tracts/0042/0042_01.asp","I think I understand your good motives.   Muslims may or may not accept this.. I have heard the defense that mohammed only used the name allah so that people could relate to something they understood. Even though it was a pagan name, he was theoretically using it for a ""one god only"" purpose. However, at the same time, the name allah automatically had an identity, and the people would have assumed the same pagan identity associated with the name.

this would be a foolish idea - to use a pagan name for a higher purpose...it would be like witnessing to greeks and using the name Zeus. the unbelievers would just assume we were referring to the one they knew about...","1","2","2","1","1","1","2","2","3","1"
"text972PG","if you people want to know what are country will look like in 10-20yrs look whats happening to France.?","i feel sad for my childern for they will not know the country that i grew up in.it will be a shadow of what it was before 1990 after that are country began to change i fear that we may not be able to stop the end of the american that i knew.I am of mexican decent,but pure born AMERICAN.before immigrants became american know they want america to be the country they left.they want to follow their customs and make america change are customs because they do not like them,but we have to allow their customs if not we are racist.God help  us.they can not defeat us militarly but they will with political correctness.","Frances problem is not with immigration, its with their stupid tax system. Many countrys like England and hong kong have an open immigration policy, and are doing really well because of it, in fact if all the immigrants left the countries would go 3rd world! Australians economic history is directly related to immigration, the more relaxed the laws were the more the country boomed.

Basically, tax payers pay for so much of childrens developement by the time they are ready to work and pay back taxes.. where as immigrants come to the country with ready to work and pay taxes.. and with new business ideas that create jobs. For every 5 immigrants at least one of them ends up employing over 10 people.","2","2","3","3","1","2","2","1","2","1"
"text1625NE","why does weight but change but mass remain constant when astronauts travel in space?","A confusing question, that google hasn't really helped with :(","if you traveled to mars right now, you would probably weigh 3x more or 3x less than what you weigh right now. (just guessing- those arent exact numbers.) the amount of gravity on each planet determines how much you weigh. whereas your mass is your body and everything on your body. if you went in space, your mass would be your body and space suit. if you went to mars, its not like your mass could get any lighter unless you took your helmet off or something, because your mass is you and everything on you, and no matter where you are that wont change. (unless you remove something you are wearing/holding.)","2","2","2","2","2","2","1","3","3","2"
"text1779FR","How do I confront my best friend about her race issues?","I am a cocasion male and my best friend is an African American female. We've been best friends since kindergarten and we're both 24. We get along great except for her issues with race. Constantly she is pushing in my face ""As a woman, especially a black woman..."" and is always telling me I need to be more open minded when it comes to black people. Yet it still hasn't registered with her that I have hung out with black people all my life, only have dated black women, and basically am not the ""racist white man"" she sometimes precieves me or other white people to be. Further more, she herself admits she doesn't hang out with any other white people but myself. Therefore, what right does she have to make statements about how I need to be more open minded, when she herself refuses to hang out with more people outside her own race? I need help in how to present this subject to her? I care very much for her as a friend, but am fed up with her consistent prejudice disses against me and my race.","what you've said is all you need. just take a diplomatic approach on the matter, telling her what you say: you know something? i wanna talk to you very seriously, i care a lot for you as a friend, i really value our relationship but there's this issue i want to discuss with you, i find it a somewhat disturbing that a person like yourself holds so deep racist feelings, and so on, talk to her as the friend you are, but don't start arguing 'cause it'll never end, just let her know how you feel and what you think, if she's really your friend, she'll value your input.","1","2","2","1","3","2","2","2","3","3"
"text1099PG","87% Think Bush Should Be Impeached- What Do You Think?","All polls are biased, and this MSNBC poll is not exempt. But with 354203 responses I think it deserves to be taken somewhat seriously. For those that disagree dont worry. Nancy Pelosi has said  ""impeachment is off the table"" Howard Dean said ""I know half the country wants us to impeach the President and all that kind of stuff but we're not gonna do that - we're not gonna do that."" 

Do you believe President Bush's actions justify impeachment?  <br/> <br/>Yes, between the secret spying, the deceptions leading to war and more, there is plenty to justify putting him on trial.<br/>87%  <br/> <br/>No, like any president, he has made a few missteps, but nothing approaching ""high crimes and misdemeanors.""<br/>4.4%  <br/> <br/>No, the man has done absolutely nothing wrong. Impeachment would just be a political lynching.<br/>6.6%  <br/> <br/>I don't know.<br/>1.9%  

http://www.msnbc.msn.com/id/10562904/","That is a very interesting poll, I am actually shocked by the results.  I do think he is deserving of impeachment...well, at least A LOT more deserving than Clinton was.  No one died when Clinton lied about a BJ, and well you know how many people have died as a result of Bush's lies.  Do I think it will happen, no---Dems are a lot less reactionary than Repubs....we are almost too laid back.

Have you seen the ""Loose Change"" video that was released on the internet...it will really make you look closer w/ Bush's involvement w/ 9/11.  Just google it, you'll find it...it's jaw-dropping!!  Everyone should watch it.","2","1","1","1","1","1","2","1","2","1"
"text634SC","Why do people actually believe everything the bible says?","I am not against God or a higher power I just do not understand why people put so much faith into a really really really old book versus science that has facts to back it up.","I'm an EX-everything bad you can think of ... yup, that too! 23 years ago I asked the Jesus of the Bible to help stop me from destroying myself. He did! He totally, completely changed my life and desires ... just like all the crazy Baptists are always saying! He did it for me; a scum ball loser! I started reading the Bible and understood what it said, believed it, and did it. I believe it because I tested it and it works! God has proven Himself to me through His Word ... every time! It is 66 books written by 33 authors over a 1600 year period. They all jive, mesh and agree. They all substantiate and verify each other. Look at the hundreds of prophecies telling of Jesus' first coming ... every single one of them were fulfilled ""to the letter!"" Dah, that implies (Hermeneutics) that every single thing written about His second coming will be also fulfilled ""to the letter."" This is both scary and fantastic SiFi stuff that will make Star Wars look like boring ... yet it will indeed happen!   I believe everything the Bible says because I have ""experienced"" it literally in my life.  ... and God does have a sense of humor! I still ride a Harley! Feel free to ask me anything you like.   ""A man with an ""experience"" has it over a man with a theory.""","1","1","1","1","3","2","2","2","1","2"
"text1940SC","Why would anyone want to join the Ku Klux Klan?","I hate the Klan and all the evil crap they stand for! Why would anyone want to join the Klan? Why even believe in white supremacy, which is 100% B*lls*it?","There's grande Dragons in my family tree, I am from the south and grew up seeing things like bumper stickers that said ""I hunt Black Mans""..So naturally the first thing I wanted to do was taste brown sugar..if only PO the old man.. I never agreed with him or granpa..

Its all based on ignorance and fear.. just like they do the gays..unfortunately in America they have a right to practice their ignorance..my prayer for dear old granda? That a black nurse be his only salvation in the rest home.. don't know if that ever came true. I left at 16 and never looked back","2","1","2","1","2","2","1","1","2","1"
"text392NE","What should be done to the cop who shot that soldier in point blank range?????","The soldier just got back from Iraq.  He was the passenger of the car. The cop had him on his face in the dirt.  He then told him to get up 3 times.  The soldier told him I'm on your side and then said I'm getting up. As he got up the cop shot him 3 times in point blank range.  The cop was obviously out of control!!  Should he be charged with attemped manslaughter??","i saw the tape and he should be charged with attempted murder. he had no right to shoot him. he was getting up like the officer said and even stated before he moved that he was getting up. the cop was in the wrong and should be charged. that was not the way to handle it. he called in shots fired shots fired like the guy did the shooting. he was wrong and he needs to charged and not suspended with pay cause that is wrong also. why should he collect a pay check when he shot for no reason.","1","1","3","1","3","2","1","2","1","1"
"text1697FR","What is the difference b/w ""LOVE"" and ""CRUSH""???","We say that we have crush on somebody and we say we love someone.. Wht actually it means in terms of ""LOVE "" & ""CRUSH""?? what is the boder line b/w both??","a crush is like when you have an infatuation on someone.when you see her/him it gives you butterflies all over & you fantasize abt them all day long.you realise suddenly that they're cute.sometimes you know they aren't definitely your type,but you can't stop liking them(like my situation!).love is a feeling you get frm deep down.you really feel for the person & his/her life & you care abt them a lot.you really wanna make them feel better & help them.after a while, the feeling for a crush goes away & you don't feel ANYTHING for them afterwards ,but in love you'll love that person even if you break up.at least,you'll care for them.well...that's my opinion on that-cheers!","1","1","2","1","2","1","2","3","3","2"
"text565AH","Has anyone read Ulysses and found it hard to read?","I got  a copy and was wondering if I should start it now or just wait until after school is out and I have lots of time. Was it a hard read or can I read it while I have a million things going on?","I guess you  could say Ulysses is a hard read. I don't think of that as meaning it's a lot of work, but rather that there is so much there that it is worth reading slowly and carefully. This is also a novel that is well worth re-reading, as you will notice new things and more connections every time you read it.

I'd recommend reading it by itself first, to get the general gist of the story and to savor the language and literary games. Then get one of the reader's guides and read it again. A guide is very useful for explaining the political and cultural background of 1916 Dublin.","3","3","3","3","2","2","3","3","3","3"
"text145NE","Civil War honest question?","If slavery was already abolished and the South seceded only because the North was being assholes to them politically (which they were doing) and you lived in the South, would you join Robert e. Lee and the confederates?","Yes I would of been a proud confederate.  I am proud to be called a redneck, I am watching nascar right now.  The war should have been won by the south.  If we were the CSA and not the USA we would not be in Iraq right now.  Because, we would have blown the crap outa them and came back home.  Then we would of went to Afgan, blew the crap outa them and came back home.  I hope that some day the south secedes from the union again.  Life would be so much better.  As southerners we would make sure our elders had the proper care they deserve, not take away there social security.  We would make sure that all rapest and murders were put to death, not paying taxes to feed and pamper them in prison.  We would allow christianity in our schools and public buildings.  Any one offended by christians could feel free to leave the country.  Yes I would be proud to be on lee's army.  May the south rise again.  DIXIE","2","1","2","1","2","3","1","3","2","2"
"text992FR","partners constant accusations.?","My missus is always accusing me of cheating even though i never have. She thinks im having an affair with every woman at work! She found a phone number of someone we wanted to buy a car from and i got told i was seeing this person aswell even though shes married and i told her about the number and car! how do i win? i do love her but shes always on at me?","Just talk to her and stress that you arent cheeting, but don't defend yourself explain it. Be like Baby I just wanted to talk to you about this because I feel like you don't trust me and I am hurt by that. Tell her that You have never cheated and never would because you are in love with her, tell her how perfect she is for you and that you don't want neone else, and the only reason you had that girls number in your phone was for her, you were goin to buy you too a new car, its not like you had no reason to talk to that girl.","1","2","1","1","2","3","2","1","1","1"
"text1028AH","new to oil painting.....................................................?","hey i don know how to use oil paints !so can any body give some instructions on how to use oil paints ? please i really wanna know !!","Oil paints are the best medium in my opinion. They take long to dry so you  have a lot of time to make adjustments.. you can mix them with linseed oil to make them more heavy or turpentine to make them lighter. you can add drying agents to make them dry faster. You can put them on paper which will absorb a lot of the oil and put them on canvas to get a dry look. There are unlimited possibilities . Just get some quality brushes and canvas get some paint and terpenoid and try it put them on thick or thin whatever strikes your fancy. Good luck in the new medium.","2","2","3","3","2","3","2","3","2","3"
"text1754NE","if you dont like mexicans?","if u dont like us why dont ask for petion to make it illigal for legal mexican or mexican amrican to be here  that wolud make it better for you dont you think","u know whats really messed up about these immigration parades and school walkouts? that you're losing sympathy. most of the people was sympathetic to your cause......until these immigrants started making it the biggest deal in the world. sure it's important. i never said it wasn't. but it should be a respectful and peaceful protest. no use in stopping freeways and delaying traffic to get attention. that just pisses normal workers and average people off, no matter what color they are.

i'm indian. and i live in southern california. so i have a lot of experience with color/race issues, and know a whole bunch about hispanics/latinos. this isn't just about mexicans, and ppl are thinking that because mexico is the closest border for illegal immigration in the U.S. and what's not right is that they are waving the mexican flag in these petitions. no. that ruins the whole point. u should wave the american flag because u are wanting american rights. that's really offensive to wave another flag. and these nativists are not so innocent either. its ridiculous that people have been protesting the illegal immigration and becoming so ""pro-white."" but its not a pro-white issue. it's a pro-american issue. everyone needs to be educated about this american society, which does not only consist of pure hardcore whites or illegal hispanics..race shouldn't matter. we're all human. we're all american.","2","1","1","1","2","2","2","1","2","1"
"text442FR","Is She Trying To Be Friends Or Does She Want Me Back?","Does she want to resume our relationship?<br/>Is she maybe trying to keep the door open for the future, by keeping her options open or is it over for good?<br/>My girlfriend of the last 2 years dumped me 2 months ago and we have had no contact. Yesterday she e-mailed me inquiring about my being. Why is she contacting me now? Is she keeping the door open or what I don't understand? What does the line regarding humans messing up mean? Or should I just keep on moving on? This is part of her e-mail:-<br/>I hope you are ok and get everything you want out of life. xxx, you know things happen for a reason and us humans are great at messing things up, thats a fact. I want us to remain good friends but find it so hard to type or say anything to you at the moment. I feel that whatever I say will be scrutinised or used against me. Andrew, please dont hate me and for goodness sakes stop feeling so sorry for yourself Please take care and I wish you well with your job -let me know what happens.<br/>I suspect she may have someone else wat u tnk?","well this happened to me but i broke up with my bf and we didnt talk for a month then i tried being friends with him again but he was angry that i broke up with him but i gave up on him and he talks to me now but im not sure if he wants to get together but for your situation she is trying to be friends at least but if she left you that note she seems mean because she said stop feeling sorry for youself and i think that is kind of mean and me being a girl i woudlnt say something liek that but when he says take care and wish you well with your job, she wants to you have a successful furture. it seems like she wants to be friends and nothign more.","1","1","1","1","1","1","2","2","2","1"
"text1108AH","Nokia E50, Olympuse500 or Canon Rebel: Which is the best slr digital camera for a new photographer?","My wife is a begining photographer.  She's outgrown her old Olympus Camedia.  Which will serve her the best taking picts of group activities and landscapes.","If your wife is looking to do this as a hobby, I would recommend the Canon Rebel. It is the best 8 mega pixel digital SLR under $1,000 out there. Now if she is seriously thinking of getting into photography, I would recommend the Nikon D200. This is the camera I have. There are so many things that you can do with it, but like Jedi said it does get expensive. I paid $1,600 for the body only, after purchasing 2 lens a new tripod, a 6GB compact flash, and some other little things, I spent around $2,500...

Good Luck","2","3","3","3","3","3","2","2","2","3"
"text1889AH","orgnized religion is way worse than racism.For instance,John 3:16 totally sends all outher religions to hell?","forever,not just getting killed.","Religions are prejuduice by their very nature.  Racism is no longer ""allowed"" culturally but religions are ""allowed.""  Many people with homophobic or racial prejuduices popluate religious groups who manifest these urges in the form of various ""special interests"" such as abortion and the like.  Because political correctness has closed the door on so much human expression, the hates and power struggles between groups of people manifest in other ways.  The racism is just as alive as it was years ago, but since it is illegal to go hang people for sport, these urges show up in other (albeit less dangerous) ways.","2","2","2","2","3","1","2","2","2","2"
"text320T","My girlfriend & I will be traveling to Daytona, FL in August.  Any suggestions on things to do there?","I've always associated Daytona with Spring Break but we were given a free hotel stay there so we decided to make a vacation of it.","Don't know if much is left of the Boardwalk after the last hurricane season, but there is always Main Street and the legendary Boot Hill Saloon.  Another cool place is Froggy's, just down the street from the Boot Hill.  The Ocean Center is always busy with big name concerts.  The Daytona Speedway has a visitor's center that is really cool.  Of course, the World's Most Famous Beach is Daytona Beach.  If nothing there interests you, Orlando isn't a far drive and there is plenty to do there.  Also, about an hour south of Daytona is Kennedy Space Center Visitor Complex.","3","3","2","3","2","2","2","3","2","2"
"text1669PG","help me anyone?","i am no prbation and i m being volited for dirty drug test that are old i ve stopped drinking and smokeing pot cause i almost died from it   i go to AA i have two months recoveryand my life is comeing along great now and i want to keep doing this and i now have had a job for over a year for the first time in my life","GOOD FOR YOU!  All i'm gonna say is keep going forward! dont stop dont look back find  more support and keep going let the past die and become your vision for your future. As a man thinks so he becomes.  To let you know all mankind has problems some are different and some are more severe. Regardless, we all are on a pathway to a destination.  We have free-will and can choose the path we decide.  And those struggles which seem to overpower us can be overcome not by power and strength, but by the spirit of the living God.  Accept grace into your life.  Give mercy and you shall receive mercy.  Ask God for help as you fall asleep and praise him in the morning when you rise.  Go to Him as a child, a humble child in need and He will not refuse you!","1","1","1","1","2","3","2","1","3","2"
"text1432PG","Why can't republicans come up with recent things to whine about instead of things that happened years ago?","For example, Byrd in the KKK and Bill & Monica.  

Is that where the term beating a dead horse comes from?","Maybe because folks like you would rewrite history. The problem is you ignore it, and your party continues to run on the same ideas election after election and loses. Why not try some positive outreach to get people to join you. Your party moves left forgetting the middle. Why not offer sensible alternatives.You are not and I doubt you ever will

based on your Tenor. Have you ever opposed your leadership? I have with mine. I remember history well and look to the future in a positive manner. History is written to the benefit of the winners. In my opinion will you just be an asterisk or are you going to do something?","1","1","2","1","1","2","2","2","2","1"
"text390FR","Dating older men with children part 2?","we live together.they visit monthly for a weekend.we always do things together with them,go for lunch,dinner,movies,shopping,<br/>i bake cakes for them.i'm doing what comes naturally when i like or care for someone.i'm very busy as well doing my law degree and for me to take time off of my studies and put my assignments on hold to spend time with them is not buying affection.i dont need to.i wont always have time to do things with them when they are around so i dont want to be persecuted for it if i dont join them for dinner or go out with them when i've got piles of assignments and reading to do not to mention my own problems i have to deal with which my partner is aware of and should be supportive of me and not for him and his kids to put more pressure on me.they seem to make biased judgements about me.there's always two sides to every story but they dont care to hear mine.no one is perfect.a saying goes,if you disrespect or offend a man,you do the same to his woman,and vice versa.","okay, you obviously have not had any children of your own yet.  What exactly is the age difference between you and his children?  15 is pretty old.  a 15 year old is no longer a child and they have already formed opinions of their own and could very possibly support themselves if ever needed.  So a 15 year old is a young adult.  My brother is 15.  Its a very delicate stage where they want their parents undivided attention, and they are old enough to know how to get it....His daughter IS ""HIS daughter"" and has been in his life from day one for 15 years.  He undoughtably loves her, and fathers allow their daughters to manipulate them, even more than their sons for the most part.  This girl may feel as though you are her equal (if you are close in age with her) inturn she will not respect you...@ 15 sometimes you don't even respect your parents let alone the chick your dad's dating.....He is going to take her (and the other children's) side over yours every time, probably forever, if he stays with you....i know this sounds harsh, and it is not meant to offend but I'm just telling you how it is.  And I'm 100% sure it has nothing to do with your race @ all.","2","1","1","1","1","2","2","1","1","1"
"text1868SC","Will all Christians join me?","I am going to stop calling this holiday ""easter"" and start calling it resurrection day because that's what it is...the day Christ rose from the dead.<br/>Easter has pagan roots and Christ is no longer the focus of this holiday.  Instead, we are concentrated on pagan symbols of fertility like rabbits and eggs.<br/>I will not say happy easter anymore and I will start saying ""Blessed resurrection day"" instead.<br/>If all Christians can do just this one small thing, it will at least annoy people who hate Christ, if not get people to start thinking about what this holiday means.<br/>If they don't like it, then tough.  They can have their own holiday.  Resurrection day belongs to Christians and so does Christmas.<br/>We need to stop bowing down to the opression of the ""politically correct"" and start standing up for ourselves and our rights.<br/>Who is with me?","Im there to join with you Sal! What you're saying is absolutely right... And i agree with you(concerning Easter) !!!!! But there's one flaw in your motive, I just want to correct you with God's love . We are not called by our God who is love , to annoy others but to love and bless them according to matthew 5:44 . Christ died for sinners and not only for christians so He belongs to all mankind whose being created in His own image.Let this world know our Jesus ,seeing our righteous and holy walk .Let us shine for Jesus and let our light bring all perishing souls to our Shepherd's fold.","2","1","1","1","2","2","2","1","1","1"
